Asked for under FOI,,,,,Additional data,,,,,
Date,Annual member hires using a key,Member hires made through the app,Casual hires at terminal,,24 hour members using a key,,,,,
29/01/2014," 4,036 ", -   ," 1,801 ",, 530 ,,,,,
30/01/2014," 6,269 ", -   ," 3,169 ",, 887 ,,,,,
31/01/2014," 4,989 ", -   ," 2,816 ",, 734 ,,,,,
01/02/2014," 2,978 ", -   ," 6,646 ",, 772 ,,,,,
02/02/2014," 2,714 ", -   ," 9,086 ",, 776 ,,,,,
03/02/2014," 7,153 ", -   ," 4,553 ",, 976 ,,,,,
04/02/2014," 7,520 ", -   ," 4,653 ",," 1,164 ",,,,,
05/02/2014," 7,688 ", -   ," 10,931 ",," 1,800 ",,,,,
06/02/2014," 7,060 ", -   ," 8,906 ",," 1,536 ",,,,,
07/02/2014," 6,432 ", -   ," 5,567 ",," 1,091 ",,,,,
08/02/2014," 2,563 ", -   ," 5,071 ",, 525 ,,,,,
09/02/2014," 2,646 ", -   ," 5,766 ",, 576 ,,,,,
10/02/2014," 7,024 ", -   ," 4,279 ",, 952 ,,,,,
11/02/2014," 6,877 ", -   ," 3,874 ",, 987 ,,,,,
12/02/2014," 6,621 ", -   ," 3,548 ",, 959 ,,,,,
13/02/2014," 7,554 ", -   ," 4,726 ",," 1,116 ",,,,,
14/02/2014," 4,858 ", -   ," 2,546 ",, 624 ,,,,,
15/02/2014," 2,745 ", -   ," 5,229 ",, 518 ,,,,,
16/02/2014," 2,927 ", -   ," 11,401 ",, 898 ,,,,,
17/02/2014," 6,664 ", -   ," 4,754 ",, 909 ,,,,,
18/02/2014," 6,978 ", -   ," 4,590 ",, 956 ,,,,,
19/02/2014," 7,244 ", -   ," 5,762 ",," 1,196 ",,,,,
20/02/2014," 6,884 ", -   ," 4,855 ",," 1,017 ",,,,,
21/02/2014," 6,590 ", -   ," 6,905 ",," 1,202 ",,,,,
22/02/2014," 3,404 ", -   ," 11,851 ",," 1,073 ",,,,,
23/02/2014," 2,669 ", -   ," 7,587 ",, 633 ,,,,,
24/02/2014," 7,764 ", -   ," 5,354 ",," 1,098 ",,,,,
25/02/2014," 7,814 ", -   ," 4,530 ",," 1,183 ",,,,,
26/02/2014," 8,273 ", -   ," 6,334 ",," 1,452 ",,,,,
27/02/2014," 7,565 ", -   ," 5,192 ",," 1,178 ",,,,,
28/02/2014," 5,048 ", -   ," 3,463 ",, 814 ,,,,,
01/03/2014," 3,432 ", -   ," 10,863 ",, 980 ,,,,,
02/03/2014," 2,436 ", -   ," 6,268 ",, 599 ,,,,,
03/03/2014," 7,066 ", -   ," 3,809 ",, 945 ,,,,,
04/03/2014," 8,382 ", -   ," 5,841 ",," 1,283 ",,,,,
05/03/2014," 8,635 ", -   ," 7,227 ",," 1,448 ",,,,,
06/03/2014," 8,635 ", -   ," 6,901 ",," 1,418 ",,,,,
07/03/2014," 7,905 ", -   ," 7,986 ",," 1,362 ",,,,,
08/03/2014," 4,034 ", -   ," 16,432 ",," 1,090 ",,,,,
09/03/2014," 3,845 ", -   ," 24,501 ",," 1,214 ",,,,,
10/03/2014," 8,441 ", -   ," 7,182 ",," 1,326 ",,,,,
11/03/2014," 8,747 ", -   ," 6,336 ",," 1,352 ",,,,,
12/03/2014," 9,031 ", -   ," 8,850 ",," 1,520 ",,,,,
13/03/2014," 9,106 ", -   ," 9,363 ",," 1,493 ",,,,,
14/03/2014," 8,378 ", -   ," 10,953 ",," 1,551 ",,,,,
15/03/2014," 4,197 ", -   ," 19,937 ",," 1,290 ",,,,,
16/03/2014," 4,053 ", -   ," 24,504 ",," 1,405 ",,,,,
17/03/2014," 9,185 ", -   ," 8,424 ",," 1,437 ",,,,,
18/03/2014," 9,442 ", -   ," 7,149 ",," 1,486 ",,,,,
19/03/2014," 9,285 ", -   ," 8,318 ",," 1,548 ",,,,,
20/03/2014," 8,862 ", -   ," 6,585 ",," 1,281 ",,,,,
21/03/2014," 8,278 ", -   ," 7,636 ",," 1,399 ",,,,,
22/03/2014," 3,633 ", -   ," 11,295 ",, 953 ,,,,,
23/03/2014," 3,245 ", -   ," 10,690 ",, 750 ,,,,,
24/03/2014," 8,908 ", -   ," 7,012 ",," 1,280 ",,,,,
25/03/2014," 7,926 ", -   ," 4,753 ",," 1,047 ",,,,,
26/03/2014," 8,374 ", -   ," 4,711 ",," 1,200 ",,,,,
27/03/2014," 9,222 ", -   ," 6,174 ",," 1,405 ",,,,,
28/03/2014," 8,482 ", -   ," 7,881 ",," 1,400 ",,,,,
29/03/2014," 4,419 ", -   ," 19,747 ",," 1,253 ",,,,,
30/03/2014," 3,570 ", -   ," 18,610 ",," 1,029 ",,,,,
31/03/2014," 9,233 ", -   ," 9,163 ",," 1,414 ",,,,,
01/04/2014," 10,074 ", -   ," 10,360 ",," 1,721 ",,,,,
02/04/2014," 10,044 ", -   ," 9,855 ",," 1,704 ",,,,,
03/04/2014," 9,777 ", -   ," 9,658 ",," 1,708 ",,,,,
04/04/2014," 8,954 ", -   ," 10,277 ",," 1,579 ",,,,,
05/04/2014," 4,684 ", -   ," 15,795 ",," 1,278 ",,,,,
06/04/2014," 3,314 ", -   ," 9,755 ",, 745 ,,,,,
07/04/2014," 7,590 ", -   ," 5,231 ",, 937 ,,,,,
08/04/2014," 9,753 ", -   ," 8,848 ",," 1,468 ",,,,,
09/04/2014," 10,050 ", -   ," 10,867 ",," 1,705 ",,,,,
10/04/2014," 9,931 ", -   ," 10,910 ",," 1,663 ",,,,,
11/04/2014," 9,123 ", -   ," 11,473 ",," 1,589 ",,,,,
12/04/2014," 4,469 ", -   ," 16,503 ",," 1,272 ",,,,,
13/04/2014," 4,451 ", -   ," 21,877 ",," 1,351 ",,,,,
14/04/2014," 9,393 ", -   ," 11,496 ",," 1,526 ",,,,,
15/04/2014," 9,774 ", -   ," 12,035 ",," 1,629 ",,,,,
16/04/2014," 9,713 ", -   ," 13,206 ",," 1,612 ",,,,,
17/04/2014," 8,344 ", -   ," 12,096 ",," 1,423 ",,,,,
18/04/2014," 3,317 ", -   ," 15,235 ",, 906 ,,,,,
19/04/2014," 2,953 ", -   ," 15,201 ",, 804 ,,,,,
20/04/2014," 1,368 ", -   ," 4,520 ",, 218 ,,,,,
21/04/2014," 2,992 ", -   ," 14,299 ",, 838 ,,,,,
22/04/2014," 8,687 ", -   ," 7,529 ",," 1,150 ",,,,,
23/04/2014," 10,242 ", -   ," 9,060 ",," 1,574 ",,,,,
24/04/2014," 10,834 ", -   ," 10,195 ",," 1,691 ",,,,,
25/04/2014," 7,901 ", -   ," 6,639 ",," 1,128 ",,,,,
26/04/2014," 5,040 ", -   ," 15,669 ",," 1,279 ",,,,,
27/04/2014," 4,073 ", -   ," 13,523 ",, 967 ,,,,,
28/04/2014," 11,339 ", -   ," 10,210 ",," 1,526 ",,,,,
29/04/2014," 13,117 ", -   ," 22,290 ",," 2,917 ",,,,,
30/04/2014," 13,272 ", -   ," 24,638 ",," 3,058 ",,,,,
01/05/2014," 6,611 ", -   ," 5,373 ",, 862 ,,,,,
02/05/2014," 9,752 ", -   ," 9,642 ",," 1,539 ",,,,,
03/05/2014," 4,748 ", -   ," 21,940 ",," 1,380 ",,,,,
04/05/2014," 4,398 ", -   ," 23,962 ",," 1,363 ",,,,,
05/05/2014," 4,765 ", -   ," 24,136 ",," 1,417 ",,,,,
06/05/2014," 11,775 ", -   ," 12,473 ",," 1,841 ",,,,,
07/05/2014," 11,308 ", -   ," 9,803 ",," 1,710 ",,,,,
08/05/2014," 8,278 ", -   ," 5,929 ",," 1,021 ",,,,,
09/05/2014," 10,835 ", -   ," 11,836 ",," 1,692 ",,,,,
10/05/2014," 4,659 ", -   ," 11,113 ",, 965 ,,,,,
11/05/2014," 4,224 ", -   ," 10,365 ",, 830 ,,,,,
12/05/2014," 10,797 ", -   ," 8,584 ",," 1,451 ",,,,,
13/05/2014," 10,991 ", -   ," 7,614 ",," 1,525 ",,,,,
14/05/2014," 13,074 ", -   ," 12,494 ",," 2,184 ",,,,,
15/05/2014," 12,855 ", -   ," 13,591 ",," 2,332 ",,,,,
16/05/2014," 12,070 ", -   ," 15,816 ",," 2,263 ",,,,,
17/05/2014," 6,233 ", -   ," 26,323 ",," 1,811 ",,,,,
18/05/2014," 5,903 ", -   ," 31,607 ",," 1,860 ",,,,,
19/05/2014," 12,954 ", -   ," 15,740 ",," 2,123 ",,,,,
20/05/2014," 12,989 ", -   ," 12,587 ",," 2,057 ",,,,,
21/05/2014," 13,397 ", -   ," 12,690 ",," 2,253 ",,,,,
22/05/2014," 12,441 ", -   ," 10,788 ",," 2,070 ",,,,,
23/05/2014," 11,139 ", -   ," 12,380 ",," 1,854 ",,,,,
24/05/2014," 4,179 ", -   ," 11,534 ",, 821 ,,,,,
25/05/2014," 4,625 ", -   ," 24,650 ",," 1,339 ",,,,,
26/05/2014," 2,949 ", -   ," 7,110 ",, 500 ,,,,,
27/05/2014," 6,563 ", -   ," 4,316 ",, 694 ,,,,,
28/05/2014," 9,460 ", -   ," 7,216 ",," 1,223 ",,,,,
29/05/2014," 11,685 ", -   ," 10,795 ",," 1,674 ",,,,,
30/05/2014," 10,995 ", -   ," 13,654 ",," 1,745 ",,,,,
31/05/2014," 6,353 ", -   ," 23,521 ",," 1,694 ",,,,,
01/06/2014," 5,766 ", -   ," 25,967 ",," 1,605 ",,,,,
02/06/2014," 12,617 ", -   ," 13,610 ",," 1,918 ",,,,,
03/06/2014," 12,365 ", -   ," 10,168 ",," 1,711 ",,,,,
04/06/2014," 10,736 ", -   ," 9,204 ",," 1,530 ",,,,,
05/06/2014," 13,375 ", -   ," 13,607 ",," 2,068 ",,,,,
06/06/2014," 12,580 ", -   ," 17,314 ",," 2,202 ",,,,,
07/06/2014," 5,659 ", -   ," 19,932 ",," 1,483 ",,,,,
08/06/2014," 6,248 ", -   ," 32,736 ",," 1,843 ",,,,,
09/06/2014," 12,746 ", -   ," 14,388 ",," 1,991 ",,,,,
10/06/2014," 14,548 ", -   ," 17,297 ",," 2,505 ",,,,,
11/06/2014," 14,517 ", -   ," 16,905 ",," 2,467 ",,,,,
12/06/2014," 14,200 ", -   ," 17,622 ",," 2,464 ",,,,,
13/06/2014," 13,123 ", -   ," 18,978 ",," 2,475 ",,,,,
14/06/2014," 6,148 ", -   ," 21,949 ",," 1,610 ",,,,,
15/06/2014," 5,218 ", -   ," 19,898 ",," 1,381 ",,,,,
16/06/2014," 12,834 ", -   ," 12,278 ",," 1,829 ",,,,,
17/06/2014," 14,186 ", -   ," 15,667 ",," 2,482 ",,,,,
18/06/2014," 13,232 ", -   ," 14,974 ",," 2,272 ",,,,,
19/06/2014," 13,812 ", -   ," 14,959 ",," 2,303 ",,,,,
20/06/2014," 12,622 ", -   ," 17,226 ",," 2,246 ",,,,,
21/06/2014," 6,755 ", -   ," 30,195 ",," 1,943 ",,,,,
22/06/2014," 6,035 ", -   ," 30,504 ",," 1,803 ",,,,,
23/06/2014," 13,058 ", -   ," 15,478 ",," 1,936 ",,,,,
24/06/2014," 14,312 ", -   ," 16,327 ",," 2,387 ",,,,,
25/06/2014," 14,561 ", -   ," 17,473 ",," 2,494 ",,,,,
26/06/2014," 13,268 ", -   ," 15,134 ",," 2,307 ",,,,,
27/06/2014," 12,568 ", -   ," 16,662 ",," 2,151 ",,,,,
28/06/2014," 4,725 ", -   ," 12,451 ",, 999 ,,,,,
29/06/2014," 4,850 ", -   ," 18,392 ",," 1,279 ",,,,,
30/06/2014," 12,829 ", -   ," 13,248 ",," 1,903 ",,,,,
01/07/2014," 14,904 ", -   ," 17,274 ",," 2,436 ",,,,,
02/07/2014," 14,801 ", -   ," 18,596 ",," 2,591 ",,,,,
03/07/2014," 14,860 ", -   ," 20,581 ",," 2,843 ",,,,,
04/07/2014," 12,989 ", -   ," 18,449 ",," 2,396 ",,,,,
05/07/2014," 5,632 ", -   ," 17,763 ",," 1,500 ",,,,,
06/07/2014," 5,340 ", -   ," 22,207 ",," 1,290 ",,,,,
07/07/2014," 13,505 ", -   ," 16,146 ",," 2,174 ",,,,,
08/07/2014," 13,939 ", -   ," 14,716 ",," 2,156 ",,,,,
09/07/2014," 14,985 ", -   ," 16,847 ",," 2,499 ",,,,,
10/07/2014," 13,046 ", -   ," 13,124 ",," 2,049 ",,,,,
11/07/2014," 9,862 ", -   ," 12,914 ",," 1,586 ",,,,,
12/07/2014," 6,756 ", -   ," 26,943 ",," 1,745 ",,,,,
13/07/2014," 6,042 ", -   ," 23,233 ",," 1,570 ",,,,,
14/07/2014," 14,472 ", -   ," 17,403 ",," 2,238 ",,,,,
15/07/2014," 15,270 ", -   ," 18,509 ",," 2,601 ",,,,,
16/07/2014," 15,117 ", -   ," 19,808 ",," 2,790 ",,,,,
17/07/2014," 14,781 ", -   ," 20,471 ",," 2,681 ",,,,,
18/07/2014," 13,059 ", -   ," 20,798 ",," 2,462 ",,,,,
19/07/2014," 6,351 ", -   ," 26,275 ",," 1,668 ",,,,,
20/07/2014," 5,449 ", -   ," 25,124 ",," 1,413 ",,,,,
21/07/2014," 13,909 ", -   ," 18,283 ",," 2,249 ",,,,,
22/07/2014," 14,887 ", -   ," 20,908 ",," 2,657 ",,,,,
23/07/2014," 14,905 ", -   ," 20,453 ",," 2,792 ",,,,,
24/07/2014," 14,641 ", -   ," 21,009 ",," 2,582 ",,,,,
25/07/2014," 11,380 ", -   ," 15,322 ",," 1,857 ",,,,,
26/07/2014," 6,838 ", -   ," 31,958 ",," 2,095 ",,,,,
27/07/2014," 5,877 ", -   ," 29,962 ",," 1,677 ",,,,,
28/07/2014," 13,024 ", -   ," 17,658 ",," 1,947 ",,,,,
29/07/2014," 14,563 ", -   ," 21,171 ",," 2,555 ",,,,,
30/07/2014," 14,855 ", -   ," 21,390 ",," 2,735 ",,,,,
31/07/2014," 14,420 ", -   ," 20,935 ",," 2,618 ",,,,,
01/08/2014," 12,641 ", -   ," 21,266 ",," 2,376 ",,,,,
02/08/2014," 6,306 ", -   ," 27,474 ",," 1,680 ",,,,,
03/08/2014," 6,049 ", -   ," 31,384 ",," 1,841 ",,,,,
04/08/2014," 13,552 ", -   ," 20,412 ",," 2,240 ",,,,,
05/08/2014," 14,319 ", -   ," 20,220 ",," 2,465 ",,,,,
06/08/2014," 13,611 ", -   ," 19,224 ",," 2,319 ",,,,,
07/08/2014," 14,487 ", -   ," 21,782 ",," 2,584 ",,,,,
08/08/2014," 11,927 ", -   ," 17,177 ",," 2,078 ",,,,,
09/08/2014," 6,948 ", -   ," 35,265 ",," 2,083 ",,,,,
10/08/2014," 4,455 ", -   ," 16,991 ",, 951 ,,,,,
11/08/2014," 12,462 ", -   ," 14,404 ",," 1,905 ",,,,,
12/08/2014," 13,762 ", -   ," 15,755 ",," 2,144 ",,,,,
13/08/2014," 14,578 ", -   ," 17,695 ",," 2,502 ",,,,,
14/08/2014," 11,687 ", -   ," 11,451 ",," 1,634 ",,,,,
15/08/2014," 11,744 ", -   ," 16,078 ",," 1,919 ",,,,,
16/08/2014," 6,976 ", -   ," 36,244 ",," 1,740 ",,,,,
17/08/2014," 5,415 ", -   ," 31,318 ",," 1,260 ",,,,,
18/08/2014," 12,328 ", -   ," 14,482 ",," 1,776 ",,,,,
19/08/2014," 14,759 ", -   ," 15,842 ",," 2,277 ",,,,,
20/08/2014," 14,840 ", -   ," 17,277 ",," 2,302 ",,,,,
21/08/2014," 13,754 ", -   ," 15,277 ",," 2,073 ",,,,,
22/08/2014," 12,435 ", -   ," 17,513 ",," 1,995 ",,,,,
23/08/2014," 5,601 ", -   ," 21,653 ",," 1,305 ",,,,,
24/08/2014," 4,705 ", -   ," 23,489 ",," 1,223 ",,,,,
25/08/2014," 1,683 ", -   ," 3,920 ",, 190 ,,,,,
26/08/2014," 9,893 ", -   ," 6,196 ",," 1,028 ",,,,,
27/08/2014," 14,516 ", -   ," 13,680 ",," 2,055 ",,,,,
28/08/2014," 14,114 ", -   ," 13,911 ",," 1,995 ",,,,,
29/08/2014," 13,343 ", -   ," 15,162 ",," 2,050 ",,,,,
30/08/2014," 7,006 ", -   ," 20,812 ",," 1,573 ",,,,,
31/08/2014," 6,648 ", -   ," 23,659 ",," 1,525 ",,,,,
01/09/2014," 13,917 ", -   ," 10,355 ",," 1,653 ",,,,,
02/09/2014," 17,042 ", -   ," 15,672 ",," 2,413 ",,,,,
03/09/2014," 17,147 ", -   ," 15,313 ",," 2,436 ",,,,,
04/09/2014," 16,763 ", -   ," 14,791 ",," 2,355 ",,,,,
05/09/2014," 15,686 ", -   ," 15,993 ",," 1,849 ",,,,,
06/09/2014," 7,459 ", -   ," 23,014 ",," 1,548 ",,,,,
07/09/2014," 7,054 ", -   ," 24,357 ",," 1,550 ",,,,,
08/09/2014," 17,212 ", -   ," 15,996 ",," 2,435 ",,,,,
09/09/2014," 18,215 ", -   ," 15,704 ",," 2,559 ",,,,,
10/09/2014," 17,946 ", -   ," 15,439 ",," 2,578 ",,,,,
11/09/2014," 17,439 ", -   ," 14,290 ",," 2,531 ",,,,,
12/09/2014," 16,391 ", -   ," 17,298 ",," 2,417 ",,,,,
13/09/2014," 8,047 ", -   ," 23,247 ",," 1,805 ",,,,,
14/09/2014," 7,216 ", -   ," 22,063 ",," 1,479 ",,,,,
15/09/2014," 18,017 ", -   ," 15,311 ",," 2,382 ",,,,,
16/09/2014," 18,453 ", -   ," 15,560 ",," 2,562 ",,,,,
17/09/2014," 18,793 ", -   ," 16,037 ",," 2,748 ",,,,,
18/09/2014," 18,373 ", -   ," 16,192 ",," 2,883 ",,,,,
19/09/2014," 16,287 ", -   ," 16,991 ",," 2,457 ",,,,,
20/09/2014," 7,527 ", -   ," 20,883 ",," 1,563 ",,,,,
21/09/2014," 7,324 ", -   ," 23,126 ",," 1,845 ",,,,,
22/09/2014," 17,604 ", -   ," 14,345 ",," 2,354 ",,,,,
23/09/2014," 18,433 ", -   ," 14,581 ",," 2,551 ",,,,,
24/09/2014," 16,866 ", -   ," 12,614 ",," 2,289 ",,,,,
25/09/2014," 17,808 ", -   ," 14,085 ",," 2,531 ",,,,,
26/09/2014," 16,271 ", -   ," 15,671 ",," 2,479 ",,,,,
27/09/2014," 8,074 ", -   ," 23,839 ",," 1,964 ",,,,,
28/09/2014," 7,414 ", -   ," 27,145 ",," 2,004 ",,,,,
29/09/2014," 16,630 ", -   ," 12,142 ",," 2,070 ",,,,,
30/09/2014," 18,885 ", -   ," 14,889 ",," 2,605 ",,,,,
01/10/2014," 16,332 ", -   ," 13,084 ",," 2,415 ",,,,,
02/10/2014," 18,432 ", -   ," 14,910 ",," 2,638 ",,,,,
03/10/2014," 17,126 ", -   ," 16,942 ",," 2,734 ",,,,,
04/10/2014," 5,773 ", -   ," 11,399 ",," 1,090 ",,,,,
05/10/2014," 7,235 ", -   ," 22,826 ",," 1,911 ",,,,,
06/10/2014," 14,551 ", -   ," 7,582 ",," 1,531 ",,,,,
